Title,Artist,Language,Spotify URL,Genre,Movie/Band Name
Midnight and You (lost in yesterday),Maroon 5,English,https://open.spotify.com/track/EN_SAD_900184,Sad,Album: Various
Whispers Always (fading memories),Bruno Mars,English,https://open.spotify.com/track/EN_SAD_900188,Sad,Album: Singles
Jodi Tor Dak Shune Keu Na Ase (Jodi tor dak shune),Rabindranath Tagore,Bengali,https://open.spotify.com/track/BE_SAD_900229,Sad,Rabindra Sangeet
Echoes and You (broken dreams),A.R. Rahman,Hindi,https://open.spotify.com/track/HI_SAD_900162,Sad,Movie: Various
Echoes Between Us (empty streets),Kishore Kumar,Hindi,https://open.spotify.com/track/HI_SAD_900154,Sad,Album: Bollywood Hits
Forever Always (broken dreams),Papon,Bengali,https://open.spotify.com/track/BE_SAD_900236,Sad,Band: Various
Echoes Tonight (broken dreams),Arijit Singh,Hindi,https://open.spotify.com/track/HI_SAD_900126,Sad,Album: Bollywood Hits
Skinny Love (Come on skinny love),Bon Iver,English,https://open.spotify.com/track/EN_SAD_900177,Sad,"Album: For Emma, Forever Ago"
Heartbeat of Time (goodbye forever),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_SAD_900146,Sad,Movie: Various
Promise Without You (empty streets),Papon,Hindi,https://open.spotify.com/track/HI_SAD_900127,Sad,Movie: Various
Midnight Tonight (goodbye forever),A.R. Rahman,Hindi,https://open.spotify.com/track/HI_SAD_900148,Sad,Album: Bollywood Hits
Promise in You (fading memories),Jeet Gannguli,Bengali,https://open.spotify.com/track/BE_SAD_900228,Sad,Single
Jodi Tor Dak Shune Keu Na Ase (Jodi tor dak shune),Rabindranath Tagore,Bengali,https://open.spotify.com/track/BE_SAD_900224,Sad,Rabindra Sangeet
Heartbeat Forever (broken dreams),Fossils,Bengali,https://open.spotify.com/track/BE_SAD_900212,Sad,Single
Echoes in You (silent cries),Jeet Gannguli,Bengali,https://open.spotify.com/track/BE_SAD_900238,Sad,Band: Various
Heartbeat Always (silent cries),John Legend,English,https://open.spotify.com/track/EN_SAD_900199,Sad,Artist: Various
Moonlight in You (goodbye forever),Arijit Singh,Bengali,https://open.spotify.com/track/BE_SAD_900211,Sad,Band: Various
Fix You (Lights will guide you home),Coldplay,English,https://open.spotify.com/track/EN_SAD_900207,Sad,Album: X&Y
Ei Meghla Dine Ekla (Ei meghla dine ekla),Hemanta Mukherjee,Bengali,https://open.spotify.com/track/BE_SAD_900249,Sad,Classic
Yaadien (Yaadien),KK,Hindi,https://open.spotify.com/track/HI_SAD_900145,Sad,Movie: The Burning Train
Echoes Always (lost in yesterday),Ed Sheeran,English,https://open.spotify.com/track/EN_SAD_900185,Sad,Album: Singles
Echoes Between Us (broken dreams),Adele,English,https://open.spotify.com/track/EN_SAD_900196,Sad,Album: Singles
Whispers Again (lost in yesterday),Cactus,Bengali,https://open.spotify.com/track/BE_SAD_900231,Sad,Band: Various
Always Again (silent cries),Atif Aslam,Hindi,https://open.spotify.com/track/HI_SAD_900139,Sad,Movie: Original Soundtrack
Waves Again (tears in the rain),Fossils,Bengali,https://open.spotify.com/track/BE_SAD_900217,Sad,Band: Various
Promise Tonight (broken dreams),Bruno Mars,English,https://open.spotify.com/track/EN_SAD_900176,Sad,Artist: Various
Midnight of Time (lost in yesterday),Rupam Islam,Bengali,https://open.spotify.com/track/BE_SAD_900227,Sad,Band: Various
Whispers of Time (joy all around),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_HAP_900268,Happy,Movie: Original Soundtrack
Happy (Because I'm happy),Pharrell Williams,English,https://open.spotify.com/track/EN_HAP_900292,Happy,Album: Girl
Promise and You (feeling alive),Arijit Singh,Hindi,https://open.spotify.com/track/HI_HAP_900286,Happy,Movie: Various
Forever Again (joy all around),Sam Smith,English,https://open.spotify.com/track/EN_HAP_900326,Happy,Album: Singles
Forever of Love (joy all around),The Weeknd,English,https://open.spotify.com/track/EN_HAP_900303,Happy,Album: Singles
Moonlight Without You (feeling alive),Jeet Gannguli,Bengali,https://open.spotify.com/track/BE_HAP_900341,Happy,Album: Bengali Hits
Always Forever (joy all around),The Weeknd,English,https://open.spotify.com/track/EN_HAP_900306,Happy,Album: Various
Heartbeat in You (joy all around),Lagnajita Chakraborty,Bengali,https://open.spotify.com/track/BE_HAP_900373,Happy,Band: Various
Promise in You (celebrate tonight),Lagnajita Chakraborty,Bengali,https://open.spotify.com/track/BE_HAP_900343,Happy,Album: Bengali Hits
Waves Tonight (feeling alive),A.R. Rahman,Hindi,https://open.spotify.com/track/HI_HAP_900254,Happy,Movie: Original Soundtrack
Sunrise of Time (joy all around),Papon,Hindi,https://open.spotify.com/track/HI_HAP_900277,Happy,Album: Bollywood Hits
Sunrise of Love (feeling alive),Rupam Islam,Bengali,https://open.spotify.com/track/BE_HAP_900366,Happy,Album: Bengali Hits
Forever of Time (life is beautiful),Coldplay,English,https://open.spotify.com/track/EN_HAP_900294,Happy,Album: Singles
Always Again (feeling alive),Papon,Bengali,https://open.spotify.com/track/BE_HAP_900346,Happy,Band: Various
Promise of Time (joy all around),Kishore Kumar,Hindi,https://open.spotify.com/track/HI_HAP_900269,Happy,Album: Bollywood Hits
Best Day of My Life (This is gonna be the best day of my life),American Authors,English,https://open.spotify.com/track/EN_HAP_900327,Happy,"Album: Oh, What a Life"
Nashe Si Chadh Gayi (Nashe si chadh gayi),Arijit Singh,Hindi,https://open.spotify.com/track/HI_HAP_900260,Happy,Movie: Befikre
Echoes of Love (celebrate tonight),Rupam Islam,Bengali,https://open.spotify.com/track/BE_HAP_900351,Happy,Single
Forever Between Us (dancing in sunlight),KK,Hindi,https://open.spotify.com/track/HI_HAP_900261,Happy,Movie: Various
Dhaker Tale Komor Dole (Dhaker tale),Babul Supriyo,Bengali,https://open.spotify.com/track/BE_HAP_900364,Happy,Folk
Can't Stop the Feeling! (I got that sunshine in my pocket),Justin Timberlake,English,https://open.spotify.com/track/EN_HAP_900297,Happy,Album: Trolls
Midnight of Love (joy all around),Bruno Mars,English,https://open.spotify.com/track/EN_HAP_900328,Happy,Album: Various
London Thumakda (London thumakda),Various,Hindi,https://open.spotify.com/track/HI_HAP_900250,Happy,Movie: Queen
Heartbeat Tonight (life is beautiful),Papon,Hindi,https://open.spotify.com/track/HI_HAP_900276,Happy,Movie: Original Soundtrack
Heartbeat and You (good vibes only),Kishore Kumar,Hindi,https://open.spotify.com/track/HI_HAP_900281,Happy,Movie: Various
Shape of You (I'm in love with the shape of you),Ed Sheeran,English,https://open.spotify.com/track/EN_HAP_900317,Happy,Album: ÷ (Divide)
Whispers Forever (smiling again),KK,Hindi,https://open.spotify.com/track/HI_HAP_900262,Happy,Album: Bollywood Hits
Whispers in You (smiling again),KK,Hindi,https://open.spotify.com/track/HI_HAP_900274,Happy,Album: Bollywood Hits
Heartbeat in You (good vibes only),The Weeknd,English,https://open.spotify.com/track/EN_HAP_900295,Happy,Album: Singles
Midnight in You (celebrate tonight),Lagnajita Chakraborty,Bengali,https://open.spotify.com/track/BE_HAP_900358,Happy,Single
Dhaker Tale Komor Dole (Dhaker tale),Babul Supriyo,Bengali,https://open.spotify.com/track/BE_HAP_900339,Happy,Folk
Waves of Time (feeling alive),Ed Sheeran,English,https://open.spotify.com/track/EN_HAP_900323,Happy,Album: Singles
Heartbeat Without You (life is beautiful),Christina Perri,English,https://open.spotify.com/track/EN_HAP_900314,Happy,Album: Various
Gallan Goodiyaan (Gallan goodiyaan),Various,Hindi,https://open.spotify.com/track/HI_HAP_900265,Happy,Movie: Dil Dhadakne Do
Echoes of Time (smiling again),Hemanta Mukherjee,Bengali,https://open.spotify.com/track/BE_HAP_900362,Happy,Album: Bengali Hits
Moonlight Tonight (dancing in sunlight),Arijit Singh,Hindi,https://open.spotify.com/track/HI_HAP_900272,Happy,Album: Bollywood Hits
London Thumakda (London thumakda),Various,Hindi,https://open.spotify.com/track/HI_HAP_900290,Happy,Movie: Queen
Sunrise Tonight (feeling alive),Imagine Dragons,English,https://open.spotify.com/track/EN_HAP_900331,Happy,Artist: Various
Echoes Always (feeling alive),Papon,Bengali,https://open.spotify.com/track/BE_HAP_900335,Happy,Single
Gallan Goodiyaan (Gallan goodiyaan),Various,Hindi,https://open.spotify.com/track/HI_HAP_900280,Happy,Movie: Dil Dhadakne Do
Bolna Re Mon (Bolna re mon),Anupam Roy,Bengali,https://open.spotify.com/track/BE_HAP_900344,Happy,Single
Moonlight Tonight (dancing in sunlight),Adele,English,https://open.spotify.com/track/EN_HAP_900305,Happy,Album: Various
Always of Time (feeling alive),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_HAP_900259,Happy,Movie: Various
Heartbeat in You (life is beautiful),Atif Aslam,Hindi,https://open.spotify.com/track/HI_HAP_900283,Happy,Album: Bollywood Hits
Can't Stop the Feeling! (I got that sunshine in my pocket),Justin Timberlake,English,https://open.spotify.com/track/EN_HAP_900312,Happy,Album: Trolls
Sooraj Dooba Hain (Sooraj dooba hain),Arijit Singh,Hindi,https://open.spotify.com/track/HI_HAP_900275,Happy,Movie: Roy
Dhaker Tale Komor Dole (Dhaker tale),Babul Supriyo,Bengali,https://open.spotify.com/track/BE_HAP_900369,Happy,Folk
Always Tonight (life is beautiful),Papon,Hindi,https://open.spotify.com/track/HI_HAP_900278,Happy,Movie: Various
Midnight Without You (life is beautiful),Imagine Dragons,English,https://open.spotify.com/track/EN_HAP_900316,Happy,Album: Various
Promise Between Us (celebrate tonight),Nachiketa,Bengali,https://open.spotify.com/track/BE_HAP_900372,Happy,Album: Bengali Hits
Gallan Goodiyaan (Gallan goodiyaan),Various,Hindi,https://open.spotify.com/track/HI_HAP_900255,Happy,Movie: Dil Dhadakne Do
Whispers Forever (joy all around),Adele,English,https://open.spotify.com/track/EN_HAP_900315,Happy,Album: Singles
Promise Between Us (life is beautiful),Sam Smith,English,https://open.spotify.com/track/EN_HAP_900320,Happy,Album: Various
Sunrise Forever (smiling again),KK,Hindi,https://open.spotify.com/track/HI_HAP_900289,Happy,Album: Bollywood Hits
Sunrise Again (life is beautiful),Bruno Mars,English,https://open.spotify.com/track/EN_HAP_900299,Happy,Album: Singles
Badtameez Dil (Badtameez dil),Benny Dayal,Hindi,https://open.spotify.com/track/HI_HAP_900285,Happy,Movie: Yeh Jawaani Hai Deewani
Forever Between Us (smiling again),Arijit Singh,Hindi,https://open.spotify.com/track/HI_HAP_900266,Happy,Album: Bollywood Hits
Promise in You (smiling again),John Legend,English,https://open.spotify.com/track/EN_HAP_900318,Happy,Album: Various
Heartbeat of Time (joy all around),Papon,Hindi,https://open.spotify.com/track/HI_HAP_900284,Happy,Movie: Original Soundtrack
Forever Forever (joy all around),Arijit Singh,Bengali,https://open.spotify.com/track/BE_HAP_900365,Happy,Band: Various
Moonlight Again (smiling again),Kishore Kumar,Hindi,https://open.spotify.com/track/HI_HAP_900257,Happy,Movie: Original Soundtrack
Waves Forever (joy all around),Cactus,Bengali,https://open.spotify.com/track/BE_HAP_900368,Happy,Single
Midnight Always (celebrate tonight),Coldplay,English,https://open.spotify.com/track/EN_HAP_900293,Happy,Album: Various
Promise in You (celebrate tonight),Rupam Islam,Bengali,https://open.spotify.com/track/BE_HAP_900345,Happy,Album: Bengali Hits
Promise Always (good vibes only),Bruno Mars,English,https://open.spotify.com/track/EN_HAP_900319,Happy,Artist: Various
Sunrise in You (joy all around),Cactus,Bengali,https://open.spotify.com/track/BE_HAP_900350,Happy,Band: Various
Moonlight Between Us (celebrate tonight),Jeet Gannguli,Bengali,https://open.spotify.com/track/BE_HAP_900355,Happy,Single
Heartbeat Forever (life is beautiful),Atif Aslam,Hindi,https://open.spotify.com/track/HI_HAP_900258,Happy,Movie: Various
Always Between Us (celebrate tonight),Mohit Chauhan,Hindi,https://open.spotify.com/track/HI_HAP_900263,Happy,Album: Bollywood Hits
Dhaker Tale Komor Dole (Dhaker tale),Babul Supriyo,Bengali,https://open.spotify.com/track/BE_HAP_900359,Happy,Folk
Whispers Without You (dancing in sunlight),A.R. Rahman,Hindi,https://open.spotify.com/track/HI_HAP_900253,Happy,Movie: Original Soundtrack
Midnight and You (dancing in sunlight),Kishore Kumar,Hindi,https://open.spotify.com/track/HI_HAP_900267,Happy,Movie: Various
Waves Between Us (feeling alive),Atif Aslam,Hindi,https://open.spotify.com/track/HI_HAP_900288,Happy,Movie: Original Soundtrack
Best Day of My Life (This is gonna be the best day of my life),American Authors,English,https://open.spotify.com/track/EN_HAP_900322,Happy,"Album: Oh, What a Life"
Waves Without You (smiling again),Fossils,Bengali,https://open.spotify.com/track/BE_HAP_900347,Happy,Single
Sunrise and You (joy all around),A.R. Rahman,Hindi,https://open.spotify.com/track/HI_HAP_900256,Happy,Album: Bollywood Hits
Moonlight Again (life is beautiful),John Legend,English,https://open.spotify.com/track/EN_HAP_900330,Happy,Album: Singles
Always of Love (feeling alive),Nachiketa,Bengali,https://open.spotify.com/track/BE_HAP_900357,Happy,Album: Bengali Hits
Moonlight Again (celebrate tonight),Rupam Islam,Bengali,https://open.spotify.com/track/BE_HAP_900360,Happy,Album: Bengali Hits
Midnight and You (celebrate tonight),John Legend,English,https://open.spotify.com/track/EN_HAP_900304,Happy,Album: Singles
Waves of Time (smiling again),Christina Perri,English,https://open.spotify.com/track/EN_HAP_900300,Happy,Album: Singles
Heartbeat of Time (celebrate tonight),Ed Sheeran,English,https://open.spotify.com/track/EN_HAP_900333,Happy,Album: Various
Promise Always (celebrate tonight),Imagine Dragons,English,https://open.spotify.com/track/EN_HAP_900296,Happy,Album: Various
Challenge Nibi Na Sala (Challenge nibi na sala),Jeet Gannguli,Bengali,https://open.spotify.com/track/BE_HAP_900334,Happy,Song
Heartbeat of Time (celebrate tonight),Bruno Mars,English,https://open.spotify.com/track/EN_HAP_900311,Happy,Album: Various
Whispers Between Us (feeling alive),Anupam Roy,Bengali,https://open.spotify.com/track/BE_HAP_900371,Happy,Band: Various
Whispers Forever (life is beautiful),Imagine Dragons,English,https://open.spotify.com/track/EN_HAP_900329,Happy,Album: Various
Promise Again (feeling alive),Jeet Gannguli,Bengali,https://open.spotify.com/track/BE_HAP_900348,Happy,Single
Echoes and You (smiling again),Arijit Singh,Hindi,https://open.spotify.com/track/HI_HAP_900291,Happy,Movie: Original Soundtrack
Forever Again (good vibes only),Ed Sheeran,English,https://open.spotify.com/track/EN_HAP_900308,Happy,Album: Singles
Forever Between Us (feeling alive),Cactus,Bengali,https://open.spotify.com/track/BE_HAP_900340,Happy,Album: Bengali Hits
Promise of Love (celebrate tonight),Coldplay,English,https://open.spotify.com/track/EN_HAP_900298,Happy,Album: Singles
Heartbeat in You (life is beautiful),Papon,Bengali,https://open.spotify.com/track/BE_HAP_900338,Happy,Band: Various
Sunrise Between Us (life is beautiful),Anupam Roy,Bengali,https://open.spotify.com/track/BE_HAP_900370,Happy,Band: Various
"Counting Stars (Lately I been, I been losing sleep)",OneRepublic,English,https://open.spotify.com/track/EN_HAP_900307,Happy,Album: Native
Promise Forever (joy all around),Adele,English,https://open.spotify.com/track/EN_HAP_900325,Happy,Album: Singles
Whispers of Time (dancing in sunlight),A.R. Rahman,Hindi,https://open.spotify.com/track/HI_HAP_900282,Happy,Movie: Original Soundtrack
Midnight of Time (good vibes only),Arijit Singh,Bengali,https://open.spotify.com/track/BE_HAP_900367,Happy,Album: Bengali Hits
Promise Tonight (good vibes only),Sam Smith,English,https://open.spotify.com/track/EN_HAP_900309,Happy,Album: Singles
Sunrise Forever (joy all around),The Weeknd,English,https://open.spotify.com/track/EN_HAP_900313,Happy,Album: Singles
Paglu Title Song (Paglu paglu),Jeet Gannguli,Bengali,https://open.spotify.com/track/BE_HAP_900354,Happy,Movie: Paglu
Always in You (joy all around),KK,Hindi,https://open.spotify.com/track/HI_HAP_900287,Happy,Movie: Various
Moonlight Tonight (feeling alive),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_HAP_900279,Happy,Album: Bollywood Hits
Always in You (feeling alive),Anupam Roy,Bengali,https://open.spotify.com/track/BE_HAP_900361,Happy,Album: Bengali Hits
Whispers Again (smiling again),KK,Hindi,https://open.spotify.com/track/HI_HAP_900251,Happy,Album: Bollywood Hits
Can't Stop the Feeling! (I got that sunshine in my pocket),Justin Timberlake,English,https://open.spotify.com/track/EN_HAP_900302,Happy,Album: Trolls
Waves and You (dancing in sunlight),KK,Hindi,https://open.spotify.com/track/HI_HAP_900271,Happy,Album: Bollywood Hits
Midnight of Love (dancing in sunlight),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_HAP_900252,Happy,Movie: Original Soundtrack
Moonlight of Time (good vibes only),Atif Aslam,Hindi,https://open.spotify.com/track/HI_HAP_900273,Happy,Movie: Original Soundtrack
Moonlight Forever (feeling alive),Rupam Islam,Bengali,https://open.spotify.com/track/BE_HAP_900353,Happy,Single
Dhaker Tale Komor Dole (Dhaker tale),Babul Supriyo,Bengali,https://open.spotify.com/track/BE_HAP_900349,Happy,Folk
Promise of Time (smiling again),Papon,Bengali,https://open.spotify.com/track/BE_HAP_900337,Happy,Band: Various
Promise Again (life is beautiful),Papon,Bengali,https://open.spotify.com/track/BE_HAP_900363,Happy,Album: Bengali Hits
Forever Between Us (dancing in sunlight),Bruno Mars,English,https://open.spotify.com/track/EN_HAP_900324,Happy,Album: Various
Midnight Between Us (joy all around),Nachiketa,Bengali,https://open.spotify.com/track/BE_HAP_900336,Happy,Band: Various
Best Day of My Life (This is gonna be the best day of my life),American Authors,English,https://open.spotify.com/track/EN_HAP_900332,Happy,"Album: Oh, What a Life"
Dhaker Tale Komor Dole (Dhaker tale),Babul Supriyo,Bengali,https://open.spotify.com/track/BE_HAP_900374,Happy,Folk
Nashe Si Chadh Gayi (Nashe si chadh gayi),Arijit Singh,Hindi,https://open.spotify.com/track/HI_HAP_900270,Happy,Movie: Befikre
Forever Between Us (good vibes only),Adele,English,https://open.spotify.com/track/EN_HAP_900310,Happy,Artist: Various
Moonlight Again (dancing in sunlight),Bruno Mars,English,https://open.spotify.com/track/EN_HAP_900321,Happy,Album: Singles
Waves Between Us (good vibes only),Anupam Roy,Bengali,https://open.spotify.com/track/BE_HAP_900356,Happy,Single
Midnight in You (feeling alive),Arijit Singh,Hindi,https://open.spotify.com/track/HI_HAP_900264,Happy,Movie: Various
Echoes of Time (dancing in sunlight),Rupam Islam,Bengali,https://open.spotify.com/track/BE_HAP_900342,Happy,Band: Various
Promise Again (feeling alive),Adele,English,https://open.spotify.com/track/EN_HAP_900301,Happy,Album: Various
Waves of Time (dancing in sunlight),Cactus,Bengali,https://open.spotify.com/track/BE_HAP_900352,Happy,Album: Bengali Hits
Heartbeat Again (never give up),A.R. Rahman,Hindi,https://open.spotify.com/track/HI_ENE_900393,Energetic,Album: Bollywood Hits
Believer (You made me a believer),Imagine Dragons,English,https://open.spotify.com/track/EN_ENE_900417,Energetic,Album: Evolve
Forever of Time (energy unleashed),Papon,Hindi,https://open.spotify.com/track/HI_ENE_900411,Energetic,Movie: Original Soundtrack
Promise of Time (fire in my veins),John Legend,English,https://open.spotify.com/track/EN_ENE_900451,Energetic,Album: Various
Sunrise Always (never give up),Ed Sheeran,English,https://open.spotify.com/track/EN_ENE_900428,Energetic,Album: Various
Moonlight Without You (keep moving),Hemanta Mukherjee,Bengali,https://open.spotify.com/track/BE_ENE_900466,Energetic,Band: Various
Whispers Tonight (fire in my veins),Bruno Mars,English,https://open.spotify.com/track/EN_ENE_900431,Energetic,Album: Various
Forever Again (energy unleashed),Fossils,Bengali,https://open.spotify.com/track/BE_ENE_900498,Energetic,Band: Various
Always of Love (run to the beat),Arijit Singh,Bengali,https://open.spotify.com/track/BE_ENE_900468,Energetic,Band: Various
Heartbeat of Love (never give up),Mohit Chauhan,Hindi,https://open.spotify.com/track/HI_ENE_900379,Energetic,Movie: Original Soundtrack
Echoes in You (never give up),Papon,Hindi,https://open.spotify.com/track/HI_ENE_900402,Energetic,Movie: Original Soundtrack
Moonlight Always (run to the beat),Fossils,Bengali,https://open.spotify.com/track/BE_ENE_900491,Energetic,Single
Promise Tonight (energy unleashed),John Legend,English,https://open.spotify.com/track/EN_ENE_900419,Energetic,Album: Singles
Waves in You (fire in my veins),Rupam Islam,Bengali,https://open.spotify.com/track/BE_ENE_900471,Energetic,Band: Various
Heartbeat Tonight (rise again),Shreya Ghoshal,Hindi,https://open.spotify.com/track/HI_ENE_900394,Energetic,Album: Bollywood Hits
"Eye of the Tiger (Rising up, back on the street)",Survivor,English,https://open.spotify.com/track/EN_ENE_900452,Energetic,Album: Eye of the Tiger
Zinda (Zinda),Siddharth Mahadevan,Hindi,https://open.spotify.com/track/HI_ENE_900385,Energetic,Movie: Bhaag Milkha Bhaag
Echoes of Love (keep moving),Rupam Islam,Bengali,https://open.spotify.com/track/BE_ENE_900476,Energetic,Single
Promise Tonight (power in motion),Sunidhi Chauhan,Hindi,https://open.spotify.com/track/HI_ENE_900386,Energetic,Album: Bollywood Hits
Shona Bondhu (Shona bondhu),Habib Wahid,Bengali,https://open.spotify.com/track/BE_ENE_900489,Energetic,Single
"Eye of the Tiger (Rising up, back on the street)",Survivor,English,https://open.spotify.com/track/EN_ENE_900422,Energetic,Album: Eye of the Tiger
Midnight Tonight (power in motion),Imagine Dragons,English,https://open.spotify.com/track/EN_ENE_900453,Energetic,Album: Singles
Malhari (Malhari),Vishal Dadlani,Hindi,https://open.spotify.com/track/HI_ENE_900375,Energetic,Movie: Bajirao Mastani
Heartbeat Between Us (energy unleashed),Atif Aslam,Hindi,https://open.spotify.com/track/HI_ENE_900401,Energetic,Album: Bollywood Hits
Whispers of Time (rise again),Shreya Ghoshal,Hindi,https://open.spotify.com/track/HI_ENE_900406,Energetic,Movie: Original Soundtrack
Believer (You made me a believer),Imagine Dragons,English,https://open.spotify.com/track/EN_ENE_900442,Energetic,Album: Evolve
Moonlight of Love (never give up),A.R. Rahman,Hindi,https://open.spotify.com/track/HI_ENE_900387,Energetic,Album: Bollywood Hits
Whispers Again (run to the beat),Atif Aslam,Hindi,https://open.spotify.com/track/HI_ENE_900399,Energetic,Album: Bollywood Hits
Echoes Again (never give up),Maroon 5,English,https://open.spotify.com/track/EN_ENE_900420,Energetic,Artist: Various
Whispers in You (keep moving),Papon,Bengali,https://open.spotify.com/track/BE_ENE_900483,Energetic,Single
Shona Bondhu (Shona bondhu),Habib Wahid,Bengali,https://open.spotify.com/track/BE_ENE_900464,Energetic,Single
Whispers Tonight (never give up),Imagine Dragons,English,https://open.spotify.com/track/EN_ENE_900448,Energetic,Artist: Various
Promise Always (energy unleashed),Christina Perri,English,https://open.spotify.com/track/EN_ENE_900439,Energetic,Album: Various
Jai Ho (Jai ho),A. R. Rahman,Hindi,https://open.spotify.com/track/HI_ENE_900390,Energetic,Movie: Slumdog Millionaire
Always of Love (keep moving),Lagnajita Chakraborty,Bengali,https://open.spotify.com/track/BE_ENE_900487,Energetic,Single
Whispers and You (rise again),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_ENE_900397,Energetic,Album: Bollywood Hits
Malhari (Malhari),Vishal Dadlani,Hindi,https://open.spotify.com/track/HI_ENE_900415,Energetic,Movie: Bajirao Mastani
Sunrise Between Us (rise again),Bruno Mars,English,https://open.spotify.com/track/EN_ENE_900456,Energetic,Album: Singles
Echoes Without You (rise again),Hemanta Mukherjee,Bengali,https://open.spotify.com/track/BE_ENE_900460,Energetic,Single
Sher Aaya Sher (Sher aaya sher),Divine,Hindi,https://open.spotify.com/track/HI_ENE_900405,Energetic,Artist: Divine
Bondhu Chol (Bondhu chol),Cactus,Bengali,https://open.spotify.com/track/BE_ENE_900469,Energetic,Band: Cactus
Waves Again (power in motion),Coldplay,English,https://open.spotify.com/track/EN_ENE_900430,Energetic,Album: Singles
Whispers of Time (never give up),Sunidhi Chauhan,Hindi,https://open.spotify.com/track/HI_ENE_900384,Energetic,Album: Bollywood Hits
Whispers Again (keep moving),Kishore Kumar,Hindi,https://open.spotify.com/track/HI_ENE_900408,Energetic,Album: Bollywood Hits
Titanium (You shoot me down but I won't fall),David Guetta ft. Sia,English,https://open.spotify.com/track/EN_ENE_900437,Energetic,Album: Nothing But the Beat
Jai Ho (Jai ho),A. R. Rahman,Hindi,https://open.spotify.com/track/HI_ENE_900400,Energetic,Movie: Slumdog Millionaire
Jibonpurer Rail (Jibonpurer rail),Fossils,Bengali,https://open.spotify.com/track/BE_ENE_900494,Energetic,Band: Fossils
Whispers Without You (run to the beat),Papon,Hindi,https://open.spotify.com/track/HI_ENE_900403,Energetic,Movie: Various
Waves Tonight (rise again),John Legend,English,https://open.spotify.com/track/EN_ENE_900441,Energetic,Album: Various
Promise Again (keep moving),Jeet Gannguli,Bengali,https://open.spotify.com/track/BE_ENE_900497,Energetic,Band: Various
Apna Time Aayega (Apna time aayega),Ranveer Singh,Hindi,https://open.spotify.com/track/HI_ENE_900380,Energetic,Movie: Gully Boy
Heartbeat Between Us (power in motion),Adele,English,https://open.spotify.com/track/EN_ENE_900440,Energetic,Album: Various
Echoes Always (rise again),The Weeknd,English,https://open.spotify.com/track/EN_ENE_900445,Energetic,Artist: Various
Midnight and You (never give up),Papon,Hindi,https://open.spotify.com/track/HI_ENE_900414,Energetic,Album: Bollywood Hits
Heartbeat Between Us (never give up),Coldplay,English,https://open.spotify.com/track/EN_ENE_900424,Energetic,Album: Various
Jai Ho (Jai ho),A. R. Rahman,Hindi,https://open.spotify.com/track/HI_ENE_900410,Energetic,Movie: Slumdog Millionaire
Whispers Without You (run to the beat),Arijit Singh,Hindi,https://open.spotify.com/track/HI_ENE_900391,Energetic,Movie: Original Soundtrack
Heartbeat Again (keep moving),Coldplay,English,https://open.spotify.com/track/EN_ENE_900443,Energetic,Album: Various
Midnight Forever (never give up),Papon,Hindi,https://open.spotify.com/track/HI_ENE_900409,Energetic,Movie: Various
Promise Without You (never give up),Hemanta Mukherjee,Bengali,https://open.spotify.com/track/BE_ENE_900490,Energetic,Album: Bengali Hits
Moonlight Between Us (power in motion),Shreya Ghoshal,Hindi,https://open.spotify.com/track/HI_ENE_900382,Energetic,Movie: Various
Whispers Forever (energy unleashed),Arijit Singh,Bengali,https://open.spotify.com/track/BE_ENE_900493,Energetic,Band: Various
Forever Always (fire in my veins),Ed Sheeran,English,https://open.spotify.com/track/EN_ENE_900418,Energetic,Artist: Various
Sunrise Between Us (fire in my veins),Anupam Roy,Bengali,https://open.spotify.com/track/BE_ENE_900470,Energetic,Album: Bengali Hits
Midnight Between Us (rise again),Sam Smith,English,https://open.spotify.com/track/EN_ENE_900444,Energetic,Album: Various
Midnight of Love (power in motion),Rupam Islam,Bengali,https://open.spotify.com/track/BE_ENE_900475,Energetic,Single
Midnight Again (never give up),Nachiketa,Bengali,https://open.spotify.com/track/BE_ENE_900480,Energetic,Band: Various
Sunrise Always (fire in my veins),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_ENE_900383,Energetic,Album: Bollywood Hits
Forever of Time (never give up),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_ENE_900388,Energetic,Movie: Original Soundtrack
Jibonpurer Rail (Jibonpurer rail),Fossils,Bengali,https://open.spotify.com/track/BE_ENE_900484,Energetic,Band: Fossils
Waves Again (power in motion),Papon,Hindi,https://open.spotify.com/track/HI_ENE_900378,Energetic,Movie: Various
Forever Always (rise again),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_ENE_900392,Energetic,Album: Bollywood Hits
Whispers and You (energy unleashed),Sunidhi Chauhan,Hindi,https://open.spotify.com/track/HI_ENE_900413,Energetic,Album: Bollywood Hits
Believer (You made me a believer),Imagine Dragons,English,https://open.spotify.com/track/EN_ENE_900447,Energetic,Album: Evolve
Always and You (power in motion),Fossils,Bengali,https://open.spotify.com/track/BE_ENE_900472,Energetic,Single
